order_id,airline_code,airline_name,region,account_tier,part_id,part_type,aircraft_model,capability_area,repair_center_id,repair_center_location,order_created_date,received_date,completed_date,status,priority,warranty_flag,quoted_repair_days,actual_repair_days,repair_cost_usd,sla_met
RO02299,AC,Air Canada,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-10-27,2025-10-28,2025-11-03,Completed,Standard,Y,4,6.0,1232.08,Y
RO02300,QF,Qantas,Oceania,Strategic,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-04-14,2025-04-15,2025-04-19,Completed,AOG,N,5,4.0,12182.84,Y
RO02301,UA,United Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC01,"Dallas, TX",2025-08-21,2025-08-22,2025-08-26,Completed,Standard,Y,4,4.0,1264.64,Y
RO02302,WN,Southwest Airlines,North America,Core,BRK910,Brake Control Unit,B777,Active Controls,RC02,"Phoenix, AZ",2025-12-30,2025-12-31,,In Progress,Urgent,N,6,,21631.46,
RO02303,QF,Qantas,Oceania,Strategic,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-07-21,2025-07-25,2025-07-29,Completed,Urgent,N,4,4.0,7489.18,Y
RO02304,EK,Emirates,Middle East,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC02,"Phoenix, AZ",2025-12-16,2025-12-18,2025-12-21,Completed,Standard,N,4,3.0,6330.7,Y
RO02305,EK,Emirates,Middle East,Strategic,AUTO610,Autonomy Controller,B787,Autonomy,RC02,"Phoenix, AZ",2025-12-19,2025-12-22,,In Progress,Urgent,Y,13,,7495.87,
RO02306,NH,ANA,Asia,Strategic,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-10-01,2025-10-05,2025-10-11,Completed,Standard,Y,6,6.0,2248.47,Y
RO02307,WN,Southwest Airlines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-02-19,2025-02-21,2025-02-27,Completed,Standard,N,6,6.0,12926.68,Y
RO02308,B6,JetBlue,North America,Strategic,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-02-06,2025-02-11,2025-02-20,Completed,Standard,N,6,9.0,12393.25,N
RO02309,LH,Lufthansa,Europe,Core,ENG410,Engine Control,B737,Engine Systems,RC04,"Wichita, KS",2025-02-07,2025-02-09,2025-02-19,Completed,Standard,N,11,10.0,24729.67,Y
RO02310,AC,Air Canada,North America,Strategic,AUTO610,Autonomy Controller,B787,Autonomy,RC05,"Cincinnati, OH",2025-05-12,2025-05-14,2025-06-02,Completed,Standard,N,13,19.0,38392.86,N
RO02311,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-12-21,2025-12-24,2025-12-28,Completed,Standard,N,5,4.0,8569.93,Y
RO02312,DL,Delta Air Lines,North America,Core,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-02-23,2025-02-27,2025-03-04,Completed,Standard,N,4,5.0,6653.87,Y
RO02313,AS,Alaska Airlines,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-08-13,2025-08-15,2025-08-31,Completed,Standard,N,5,16.0,9744.4,N
RO02314,WN,Southwest Airlines,North America,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-12-12,2025-12-15,2025-12-20,Completed,Standard,N,4,5.0,7363.02,Y
RO02315,AA,American Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC03,"Miami, FL",2025-06-23,2025-06-26,2025-07-01,Completed,AOG,N,5,5.0,13596.22,Y
RO02316,AC,Air Canada,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-11-17,2025-11-21,2025-11-27,Completed,Standard,N,4,6.0,5948.07,Y
RO02317,UA,United Airlines,North America,Growth,ACT100,Actuator,A320,Flight Controls,RC01,"Dallas, TX",2025-03-14,2025-03-19,2025-03-26,Completed,Standard,N,6,7.0,12774.58,Y
RO02318,BA,British Airways,Europe,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC05,"Cincinnati, OH",2025-03-22,2025-03-25,2025-03-29,Completed,Standard,N,4,4.0,7183.35,Y
RO02319,QF,Qantas,Oceania,Strategic,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-01-22,2025-01-26,2025-02-02,Completed,Standard,N,6,7.0,11805.55,Y
RO02320,BA,British Airways,Europe,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC02,"Phoenix, AZ",2025-05-07,2025-05-10,2025-05-16,Completed,Urgent,N,7,6.0,18657.08,Y
RO02321,AA,American Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC01,"Dallas, TX",2025-11-11,2025-11-15,2025-11-23,Completed,Standard,Y,6,8.0,3592.41,Y
RO02322,AS,Alaska Airlines,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC03,"Miami, FL",2025-06-24,2025-06-27,2025-07-04,Completed,Standard,Y,4,7.0,1321.47,N
RO02323,DL,Delta Air Lines,North America,Core,PWR330,Power Control Unit,B737,Power Management,RC01,"Dallas, TX",2025-02-03,2025-02-06,2025-02-18,Completed,Standard,Y,8,12.0,3879.29,N
RO02324,DL,Delta Air Lines,North America,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC04,"Wichita, KS",2025-04-02,2025-04-07,2025-04-20,Completed,Standard,Y,12,13.0,5688.47,Y
RO02325,UA,United Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-02-21,2025-02-26,2025-03-03,Completed,Urgent,Y,4,5.0,1480.02,Y
RO02326,LH,Lufthansa,Europe,Core,PWR330,Power Control Unit,B737,Power Management,RC02,"Phoenix, AZ",2025-12-03,2025-12-06,2025-12-16,Completed,Standard,Y,8,10.0,3636.49,Y
RO02327,AC,Air Canada,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC03,"Miami, FL",2024-12-31,2025-01-02,2025-01-10,Completed,Standard,N,5,8.0,9379.28,N
RO02328,WN,Southwest Airlines,North America,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-01-09,2025-01-10,2025-01-14,Completed,Standard,Y,4,4.0,1352.16,Y
RO02329,B6,JetBlue,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC03,"Miami, FL",2025-12-07,2025-12-11,2025-12-16,Completed,Urgent,Y,5,5.0,2488.55,Y
RO02330,QR,Qatar Airways,Middle East,Growth,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-05-12,2025-05-17,2025-05-20,Completed,Standard,N,4,3.0,5869.07,Y
RO02331,UA,United Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-10-18,2025-10-20,2025-10-27,Completed,Standard,N,6,7.0,16363.82,Y
RO02332,WN,Southwest Airlines,North America,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC03,"Miami, FL",2025-02-23,2025-02-28,2025-03-03,Completed,Urgent,N,4,3.0,9386.65,Y
RO02333,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC05,"Cincinnati, OH",2025-01-04,2025-01-09,2025-01-16,Completed,Standard,Y,5,7.0,2121.63,Y
RO02334,WN,Southwest Airlines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-03-13,2025-03-18,2025-03-21,Completed,Standard,N,5,3.0,8132.77,Y
RO02335,DL,Delta Air Lines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC01,"Dallas, TX",2025-10-16,2025-10-21,2025-10-28,Completed,Urgent,Y,6,7.0,2827.21,Y
RO02336,AA,American Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-02-03,2025-02-06,2025-02-09,Completed,Urgent,N,4,3.0,6886.39,Y
RO02337,QF,Qantas,Oceania,Strategic,SNS210,Sensor Module,A320,Avionics,RC01,"Dallas, TX",2025-10-18,2025-10-23,2025-10-27,Completed,Urgent,N,4,4.0,7658.42,Y
RO02338,AA,American Airlines,North America,Growth,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-12-18,2025-12-19,2025-12-26,Completed,Urgent,N,6,7.0,13911.29,Y
RO02339,AA,American Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-03-07,2025-03-12,2025-03-19,Completed,Urgent,N,4,7.0,8057.62,N
RO02340,B6,JetBlue,North America,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC02,"Phoenix, AZ",2025-03-02,2025-03-06,2025-03-09,Completed,Urgent,N,4,3.0,8329.11,Y
RO02341,QR,Qatar Airways,Middle East,Growth,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-12-26,2025-12-27,2025-12-30,Completed,AOG,N,5,3.0,10976.63,Y
RO02342,EK,Emirates,Middle East,Strategic,ACT100,Actuator,A320,Flight Controls,RC03,"Miami, FL",2025-06-20,2025-06-23,2025-07-07,Completed,Standard,N,6,14.0,12011.37,N
RO02343,B6,JetBlue,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-07-12,2025-07-16,2025-07-22,Completed,Standard,N,4,6.0,6450.41,Y
RO02344,WN,Southwest Airlines,North America,Core,BRK910,Brake Control Unit,B777,Active Controls,RC02,"Phoenix, AZ",2025-08-29,2025-08-31,2025-09-06,Completed,Standard,Y,6,6.0,3533.74,Y
RO02345,B6,JetBlue,North America,Strategic,SNS210,Sensor Module,A320,Avionics,RC04,"Wichita, KS",2025-07-19,2025-07-21,2025-07-26,Completed,Urgent,N,4,5.0,6947.17,Y
RO02346,UA,United Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC03,"Miami, FL",2025-03-28,2025-03-29,2025-04-02,Completed,Standard,N,5,4.0,10694.46,Y
RO02347,AA,American Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-03-14,2025-03-18,2025-03-25,Completed,Standard,N,4,7.0,6438.45,N
RO02348,AA,American Airlines,North America,Growth,ENG410,Engine Control,B737,Engine Systems,RC01,"Dallas, TX",2025-01-06,2025-01-09,2025-01-18,Completed,Standard,Y,11,9.0,5272.43,Y
RO02349,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-08-11,2025-08-12,2025-08-17,Completed,Standard,Y,5,5.0,1861.38,Y
RO02350,AA,American Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-04-13,2025-04-15,2025-04-18,Completed,Urgent,N,4,3.0,7656.94,Y
RO02351,AF,Air France,Europe,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC01,"Dallas, TX",2025-02-11,2025-02-12,2025-02-26,Completed,Standard,N,12,14.0,28508.16,Y
RO02352,AF,Air France,Europe,Core,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-09-02,2025-09-05,2025-09-13,Completed,Standard,N,5,8.0,8685.2,N
RO02353,LH,Lufthansa,Europe,Core,BRK910,Brake Control Unit,B777,Active Controls,RC01,"Dallas, TX",2025-08-24,2025-08-28,2025-09-04,Completed,Standard,N,6,7.0,16817.57,Y
RO02354,AA,American Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC04,"Wichita, KS",2025-03-23,2025-03-25,2025-03-30,Completed,Urgent,N,5,5.0,9458.14,Y
RO02355,DL,Delta Air Lines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-09-27,2025-09-28,2025-10-04,Completed,Standard,N,6,6.0,12676.8,Y
RO02356,DL,Delta Air Lines,North America,Core,ELE720,Electrical Converter,A220,Aircraft Electrification,RC02,"Phoenix, AZ",2025-02-16,2025-02-18,2025-02-28,Completed,Standard,N,7,10.0,14387.08,N
RO02357,AC,Air Canada,North America,Strategic,ACT100,Actuator,A320,Flight Controls,RC05,"Cincinnati, OH",2025-09-04,2025-09-06,2025-09-13,Completed,Standard,N,6,7.0,13948.37,Y
RO02358,SQ,Singapore Airlines,Asia,Growth,ENG410,Engine Control,B737,Engine Systems,RC03,"Miami, FL",2025-02-22,2025-02-26,2025-03-17,Completed,Standard,N,11,19.0,27718.81,N
RO02359,WN,Southwest Airlines,North America,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC05,"Cincinnati, OH",2025-09-26,2025-09-27,2025-10-01,Completed,Urgent,N,4,4.0,9542.79,Y
RO02360,BA,British Airways,Europe,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC01,"Dallas, TX",2025-07-28,2025-08-01,2025-08-15,Completed,Urgent,N,13,14.0,39297.67,Y
RO02361,AA,American Airlines,North America,Growth,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-06-15,2025-06-18,2025-06-25,Completed,Urgent,N,5,7.0,9266.12,N
RO02362,WN,Southwest Airlines,North America,Core,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-08-08,2025-08-12,2025-08-18,Completed,Urgent,Y,6,6.0,3774.69,Y
RO02363,LH,Lufthansa,Europe,Core,BRK910,Brake Control Unit,B777,Active Controls,RC05,"Cincinnati, OH",2025-01-14,2025-01-16,2025-01-28,Completed,Standard,Y,6,12.0,4204.66,N
RO02364,SQ,Singapore Airlines,Asia,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC02,"Phoenix, AZ",2025-03-03,2025-03-08,2025-03-16,Completed,Urgent,N,7,8.0,17092.4,Y
RO02365,DL,Delta Air Lines,North America,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC03,"Miami, FL",2025-09-17,2025-09-21,2025-09-25,Completed,Standard,N,4,4.0,7111.66,Y
RO02366,BA,British Airways,Europe,Growth,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-04-05,2025-04-10,2025-04-18,Completed,Standard,Y,6,8.0,2164.34,Y
RO02367,SQ,Singapore Airlines,Asia,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC03,"Miami, FL",2025-07-31,2025-08-05,2025-08-10,Completed,AOG,Y,7,5.0,4089.97,Y
RO02368,NH,ANA,Asia,Strategic,AUTO610,Autonomy Controller,B787,Autonomy,RC05,"Cincinnati, OH",2025-02-21,2025-02-23,2025-03-10,Completed,Standard,N,13,15.0,34297.32,Y
RO02369,AS,Alaska Airlines,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC03,"Miami, FL",2025-05-15,2025-05-19,2025-05-26,Completed,Standard,N,5,7.0,9953.4,Y
RO02370,BA,British Airways,Europe,Growth,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-04-12,2025-04-13,2025-04-20,Completed,Standard,Y,4,7.0,1398.68,N
RO02371,NH,ANA,Asia,Strategic,PWR330,Power Control Unit,B737,Power Management,RC04,"Wichita, KS",2025-02-21,2025-02-24,2025-03-03,Completed,Standard,Y,8,7.0,3243.1,Y
RO02372,B6,JetBlue,North America,Strategic,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC02,"Phoenix, AZ",2025-02-26,2025-03-02,2025-03-19,Completed,Urgent,N,12,17.0,29817.69,N
RO02373,B6,JetBlue,North America,Strategic,ELE720,Electrical Converter,A220,Aircraft Electrification,RC03,"Miami, FL",2025-09-25,2025-09-27,2025-10-02,Completed,Standard,N,7,5.0,15303.8,Y
RO02374,EK,Emirates,Middle East,Strategic,PWR330,Power Control Unit,B737,Power Management,RC03,"Miami, FL",2025-02-06,2025-02-08,2025-02-19,Completed,Standard,N,8,11.0,20952.27,N
RO02375,SQ,Singapore Airlines,Asia,Growth,ACT100,Actuator,A320,Flight Controls,RC05,"Cincinnati, OH",2025-04-25,2025-04-27,2025-05-03,Completed,AOG,Y,6,6.0,3563.28,Y
RO02376,LH,Lufthansa,Europe,Core,SNS210,Sensor Module,A320,Avionics,RC03,"Miami, FL",2025-08-14,2025-08-15,2025-08-20,Completed,Standard,N,4,5.0,6632.78,Y
RO02377,LH,Lufthansa,Europe,Core,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-10-01,2025-10-04,2025-10-08,Completed,Urgent,N,5,4.0,10740.42,Y
RO02378,DL,Delta Air Lines,North America,Core,PWR330,Power Control Unit,B737,Power Management,RC04,"Wichita, KS",2025-05-08,2025-05-12,2025-05-21,Completed,Urgent,Y,8,9.0,3829.57,Y
RO02379,BA,British Airways,Europe,Growth,ACT100,Actuator,A320,Flight Controls,RC05,"Cincinnati, OH",2025-08-25,2025-08-29,2025-09-06,Completed,Urgent,N,6,8.0,17001.3,N
RO02380,AA,American Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC05,"Cincinnati, OH",2025-08-17,2025-08-19,2025-08-26,Completed,Standard,Y,4,7.0,1469.44,N
RO02381,QR,Qatar Airways,Middle East,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC02,"Phoenix, AZ",2025-07-27,2025-07-31,2025-08-13,Completed,Standard,N,13,13.0,30287.14,Y
RO02382,DL,Delta Air Lines,North America,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC02,"Phoenix, AZ",2025-02-12,2025-02-17,2025-02-25,Completed,Standard,N,12,8.0,29320.56,Y
RO02383,DL,Delta Air Lines,North America,Core,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-04-05,2025-04-06,2025-04-12,Completed,Urgent,Y,5,6.0,1929.7,Y
RO02384,BA,British Airways,Europe,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC05,"Cincinnati, OH",2025-10-06,2025-10-07,2025-10-13,Completed,Standard,N,6,6.0,17989.18,Y
RO02385,QR,Qatar Airways,Middle East,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-04-15,2025-04-19,2025-04-23,Completed,Standard,Y,4,4.0,1384.35,Y
RO02386,LH,Lufthansa,Europe,Core,ENG410,Engine Control,B737,Engine Systems,RC03,"Miami, FL",2025-11-19,2025-11-24,2025-12-10,Completed,Standard,N,11,16.0,31234.8,N
RO02387,BA,British Airways,Europe,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-05-08,2025-05-13,2025-05-16,Completed,Standard,Y,4,3.0,1289.81,Y
RO02388,UA,United Airlines,North America,Growth,PWR330,Power Control Unit,B737,Power Management,RC03,"Miami, FL",2025-03-25,2025-03-27,2025-04-06,Completed,Standard,N,8,10.0,18795.88,Y
RO02389,EK,Emirates,Middle East,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC05,"Cincinnati, OH",2025-09-05,2025-09-08,2025-09-19,Completed,Urgent,N,6,11.0,21146.13,N
RO02390,WN,Southwest Airlines,North America,Core,BRK910,Brake Control Unit,B777,Active Controls,RC01,"Dallas, TX",2025-06-27,2025-06-28,2025-07-03,Completed,Urgent,Y,6,5.0,3830.48,Y
RO02391,AC,Air Canada,North America,Strategic,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC02,"Phoenix, AZ",2025-10-23,2025-10-27,2025-11-07,Completed,AOG,N,12,11.0,35269.36,Y
RO02392,LH,Lufthansa,Europe,Core,SNS210,Sensor Module,A320,Avionics,RC03,"Miami, FL",2025-11-17,2025-11-18,2025-11-21,Completed,AOG,Y,4,3.0,1829.72,Y
RO02393,DL,Delta Air Lines,North America,Core,ACT100,Actuator,A320,Flight Controls,RC04,"Wichita, KS",2025-09-26,2025-09-28,2025-10-04,Completed,Standard,N,6,6.0,11226.71,Y
RO02394,AC,Air Canada,North America,Strategic,NAV111,Navigation Processor,E175,Avionics,RC03,"Miami, FL",2025-07-07,2025-07-11,2025-07-16,Completed,Urgent,N,5,5.0,11905.83,Y
RO02395,QR,Qatar Airways,Middle East,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC05,"Cincinnati, OH",2025-02-18,2025-02-21,2025-02-25,Completed,Urgent,N,4,4.0,8689.2,Y
RO02396,AS,Alaska Airlines,North America,Strategic,ACT100,Actuator,A320,Flight Controls,RC02,"Phoenix, AZ",2025-08-04,2025-08-07,2025-08-15,Completed,Standard,N,6,8.0,12975.67,Y
RO02397,B6,JetBlue,North America,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC01,"Dallas, TX",2025-11-30,2025-12-01,2025-12-07,Completed,Urgent,N,6,6.0,19483.98,Y
RO02398,QR,Qatar Airways,Middle East,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC01,"Dallas, TX",2025-02-18,2025-02-20,2025-03-04,Completed,Standard,N,13,12.0,30544.2,Y
RO02399,AC,Air Canada,North America,Strategic,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC04,"Wichita, KS",2025-03-19,2025-03-23,2025-04-11,Completed,Standard,N,12,19.0,27842.96,N
RO02400,QR,Qatar Airways,Middle East,Growth,ELE720,Electrical Converter,A220,Aircraft Electrification,RC02,"Phoenix, AZ",2025-06-08,2025-06-09,2025-06-16,Completed,Standard,Y,7,7.0,2773.76,Y
RO02401,BA,British Airways,Europe,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-03-26,2025-03-28,2025-04-01,Completed,Standard,N,4,4.0,7187.54,Y
RO02402,AA,American Airlines,North America,Growth,ENG410,Engine Control,B737,Engine Systems,RC04,"Wichita, KS",2025-06-14,2025-06-16,2025-07-03,Completed,Standard,N,11,17.0,26994.67,N
RO02403,NH,ANA,Asia,Strategic,NAV111,Navigation Processor,E175,Avionics,RC01,"Dallas, TX",2025-09-26,2025-09-29,2025-10-02,Completed,Urgent,N,5,3.0,9713.18,Y
RO02404,UA,United Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-09-07,2025-09-09,2025-09-15,Completed,Urgent,N,6,6.0,21152.93,Y
RO02405,BA,British Airways,Europe,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-05-02,2025-05-05,2025-05-09,Completed,Standard,N,4,4.0,6702.25,Y
RO02406,AC,Air Canada,North America,Strategic,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-04-06,2025-04-11,2025-04-26,Completed,Standard,Y,7,15.0,2919.98,N
RO02407,AA,American Airlines,North America,Growth,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC03,"Miami, FL",2025-06-03,2025-06-06,2025-06-20,Completed,Standard,N,12,14.0,28894.8,Y
RO02408,AA,American Airlines,North America,Growth,PWR330,Power Control Unit,B737,Power Management,RC01,"Dallas, TX",2025-07-24,2025-07-27,2025-08-09,Completed,Standard,N,8,13.0,19257.58,N
RO02409,WN,Southwest Airlines,North America,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC04,"Wichita, KS",2025-01-22,2025-01-24,2025-01-27,Completed,Standard,Y,4,3.0,1432.79,Y
RO02410,AS,Alaska Airlines,North America,Strategic,BRK910,Brake Control Unit,B777,Active Controls,RC04,"Wichita, KS",2025-10-24,2025-10-25,2025-10-30,Completed,Urgent,Y,6,5.0,4098.74,Y
RO02411,QF,Qantas,Oceania,Strategic,PWR330,Power Control Unit,B737,Power Management,RC05,"Cincinnati, OH",2025-08-13,2025-08-17,2025-09-01,Completed,Standard,N,8,15.0,21802.49,N
RO02412,UA,United Airlines,North America,Growth,SNS210,Sensor Module,A320,Avionics,RC05,"Cincinnati, OH",2025-02-03,2025-02-06,2025-02-14,Completed,Standard,N,4,8.0,6609.92,N
RO02413,BA,British Airways,Europe,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC03,"Miami, FL",2025-10-31,2025-11-05,2025-11-24,Completed,Standard,N,13,19.0,34029.51,N
RO02414,AF,Air France,Europe,Core,ELE720,Electrical Converter,A220,Aircraft Electrification,RC03,"Miami, FL",2025-05-05,2025-05-07,2025-05-16,Completed,Standard,N,7,9.0,15107.13,Y
RO02415,B6,JetBlue,North America,Strategic,PWR330,Power Control Unit,B737,Power Management,RC02,"Phoenix, AZ",2025-10-22,2025-10-25,2025-11-02,Completed,Standard,N,8,8.0,19075.41,Y
RO02416,B6,JetBlue,North America,Strategic,ELE720,Electrical Converter,A220,Aircraft Electrification,RC01,"Dallas, TX",2025-09-24,2025-09-28,2025-10-03,Completed,Urgent,Y,7,5.0,3773.93,Y
RO02417,B6,JetBlue,North America,Strategic,AUTO610,Autonomy Controller,B787,Autonomy,RC02,"Phoenix, AZ",2025-06-03,2025-06-08,2025-06-22,Completed,Standard,Y,13,14.0,6243.94,Y
RO02418,NH,ANA,Asia,Strategic,CAB520,Cabin Interface,A321,Cabin Systems,RC05,"Cincinnati, OH",2025-09-09,2025-09-13,2025-09-18,Completed,Standard,Y,4,5.0,1677.97,Y
RO02419,QR,Qatar Airways,Middle East,Growth,NAV111,Navigation Processor,E175,Avionics,RC02,"Phoenix, AZ",2025-02-25,2025-02-28,2025-03-07,Completed,Standard,N,5,7.0,8637.19,Y
RO02420,UA,United Airlines,North America,Growth,AUTO610,Autonomy Controller,B787,Autonomy,RC04,"Wichita, KS",2025-10-20,2025-10-21,2025-11-03,Completed,Standard,Y,13,13.0,6806.06,Y
RO02421,AF,Air France,Europe,Core,SNS210,Sensor Module,A320,Avionics,RC01,"Dallas, TX",2025-07-01,2025-07-05,2025-07-09,Completed,Urgent,N,4,4.0,7711.64,Y
RO02422,SQ,Singapore Airlines,Asia,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC02,"Phoenix, AZ",2025-10-10,2025-10-14,2025-10-17,Completed,Urgent,N,4,3.0,8440.96,Y
RO02423,EK,Emirates,Middle East,Strategic,SNS210,Sensor Module,A320,Avionics,RC03,"Miami, FL",2025-06-06,2025-06-07,2025-06-13,Completed,Standard,N,4,6.0,7170.5,Y
RO02424,WN,Southwest Airlines,North America,Core,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2025-08-31,2025-09-03,2025-09-06,Completed,Standard,N,4,3.0,6485.22,Y
RO02425,UA,United Airlines,North America,Growth,CAB520,Cabin Interface,A321,Cabin Systems,RC01,"Dallas, TX",2024-12-28,2025-01-01,2025-01-05,Completed,Standard,N,4,4.0,6805.11,Y
RO02426,UA,United Airlines,North America,Growth,BRK910,Brake Control Unit,B777,Active Controls,RC01,"Dallas, TX",2025-05-17,2025-05-20,2025-05-29,Completed,Standard,Y,6,9.0,3266.19,N
RO02427,QF,Qantas,Oceania,Strategic,ENG410,Engine Control,B737,Engine Systems,RC02,"Phoenix, AZ",2025-01-04,2025-01-05,2025-01-13,Completed,Urgent,N,11,8.0,27189.43,Y
RO02428,SQ,Singapore Airlines,Asia,Growth,NAV111,Navigation Processor,E175,Avionics,RC03,"Miami, FL",2025-05-27,2025-05-29,2025-06-04,Completed,Standard,N,5,6.0,10372.63,Y
RO02429,AF,Air France,Europe,Core,FLT810,Fly-by-Wire Computer,A350,Next-Gen Controls,RC05,"Cincinnati, OH",2025-04-02,2025-04-07,2025-04-21,Completed,Standard,N,12,14.0,30178.44,Y
RO02430,LH,Lufthansa,Europe,Core,ACT100,Actuator,A320,Flight Controls,RC03,"Miami, FL",2025-08-10,2025-08-13,2025-08-23,Completed,Standard,N,6,10.0,12870.11,N
RO02431,EK,Emirates,Middle East,Strategic,SNS210,Sensor Module,A320,Avionics,RC02,"Phoenix, AZ",2025-02-21,2025-02-26,2025-03-02,Completed,Standard,Y,4,4.0,1405.19,Y
